gene_symbol,gs_name,source,description
Serpine1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Serpinf1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sertad3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sh3bp5,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sh3rf2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Shisa2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sim1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sim2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Six4,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc16a9,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc20a2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc22a23,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc25a30,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc30a1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc30a10,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc30a4,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc39a10,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc40a1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc44a3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc48a1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc4a4,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slc7a11,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slmap,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Slpi,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Smc5,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Smndc1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Snf1lk2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Snx1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Snx13,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Snx22,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Snx4,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Soat1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Socs5,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sp3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Spata19,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Spats2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Spcs3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Speer3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Speer4a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Spic,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Spred1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sqrdl,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sqstm1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sra1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Srcrb4d,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Srp9,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Srxn1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ssr3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
St3gal1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Stard13,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Stc2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Stim2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Strn,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sub1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Sumo2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Synj2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Synpo2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Taldo1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tanc1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tatdn3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tax1bp1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbc1d14,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbc1d23,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbce,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbcel,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbl1xr1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tbxas1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Terf2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tfpi,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tgfb2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tgif1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tkt,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmc6,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmeff2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem108,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem117,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem14a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem159,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem206,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem30c,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem63a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem64,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmem66,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tmtc2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tom1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tomm20,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tpd52l1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tsen2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tsku,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Tspan3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ttc36,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ttc9,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ttll11,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Txlnb,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Txn1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Txndc5,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Txnrd1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ube2v2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ubl3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Usp20,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Usp42,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Uspl1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Vasn,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Vegfc,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Vps13a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Vps8,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Vta1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wapal,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wasf1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wdr81,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wdr91,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wdsub1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Wnt5a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Yaf2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Yes1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ypel5,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Ywhaz,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zbtb48,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zbtb8a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zbtb8b,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zc3h11a,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zc3hav1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zdhhc20,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfand2b,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfat,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfp238,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfp330,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfp51,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zfpm2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zh2c2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zmat4,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Znrf3,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zrsr1,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zscan12,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Zscan2,NRF2_targets,https://pubmed.ncbi.nlm.nih.gov/20460467/,Table S4: genes with Chip-seq binding site and part of the Nrf2 inducible response
Abca9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Abce1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ablim3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Abtb2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Acsl1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Adamdec1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Adar,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Adm,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Agpat9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Aim2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Akt3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Aldh1A1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Alyref,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Amph,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Angptl1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ankrd22,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Apol2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Apol6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Aqp9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Arg2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Arhgef3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Arntl,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Atf2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Atf3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
B2m,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bag1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bak1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Banf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Batf2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bax,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bcl2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bcl2L1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bcl3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Birc2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Birc3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Blvra,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Blzf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bst2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Bub1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C10Orf10,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C15Orf48,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C1S,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C22Orf28,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C4Orf32,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C4Orf33,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
C9Orf91,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Calr,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Canx,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Casp1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Casp7,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccdc75,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccl11,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccl2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccl22,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccl4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccl5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccna1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccr1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ccr7,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd163,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd274,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd38,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd40,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd69,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd74,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cd9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cdk17,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cdk18,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cdkn1A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ces1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cfb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Chmp5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Chuk,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ciita,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Clec4D,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Clec4E,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Clec5A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cnp,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Commd3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cpt1A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Creb3L3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Crebbp,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Crebzf,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Crp,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
